date,trend
2016-07-01 00:00:00,38.133897983561624
2016-07-01 00:15:00,38.132830898642396
2016-07-01 00:30:00,38.131763864002814
2016-07-01 00:45:00,38.13069687964181
2016-07-01 01:00:00,38.129629945558314
2016-07-01 01:15:00,38.12856306175126
2016-07-01 01:30:00,38.127496228219584
2016-07-01 01:45:00,38.12642944496222
2016-07-01 02:00:00,38.1253627119781
2016-07-01 02:15:00,38.12429602926615
2016-07-01 02:30:00,38.123229396825316
2016-07-01 02:45:00,38.12216281465453
2016-07-01 03:00:00,38.12109628275272
2016-07-01 03:15:00,38.12002980111882
2016-07-01 03:30:00,38.11896336975176
2016-07-01 03:45:00,38.117896988650486
2016-07-01 04:00:00,38.11683065781392
2016-07-01 04:15:00,38.115764377241
2016-07-01 04:30:00,38.114698146930664
2016-07-01 04:45:00,38.11363196688183
2016-07-01 05:00:00,38.112565837093456
2016-07-01 05:15:00,38.11149975756445
2016-07-01 05:30:00,38.11043372829376
2016-07-01 05:45:00,38.10936774928032
2016-07-01 06:00:00,38.10830182052305
2016-07-01 06:15:00,38.1072359420209
2016-07-01 06:30:00,38.1061701137728
2016-07-01 06:45:00,38.105104335777675
2016-07-01 07:00:00,38.104038608034465
2016-07-01 07:15:00,38.1029729305421
2016-07-01 07:30:00,38.10190730329952
2016-07-01 07:45:00,38.10084172630565
2016-07-01 08:00:00,38.099776199559436
2016-07-01 08:15:00,38.098710723059796
2016-07-01 08:30:00,38.09764529680567
2016-07-01 08:45:00,38.096579920796
2016-07-01 09:00:00,38.095514595029705
2016-07-01 09:15:00,38.09444931950573
2016-07-01 09:30:00,38.093384094223
2016-07-01 09:45:00,38.09231891918045
2016-07-01 10:00:00,38.09125379437702
2016-07-01 10:15:00,38.090188719811636
2016-07-01 10:30:00,38.08912369548324
2016-07-01 10:45:00,38.08805872139076
2016-07-01 11:00:00,38.08699379753312
2016-07-01 11:15:00,38.08592892390927
2016-07-01 11:30:00,38.08486410051814
2016-07-01 11:45:00,38.083799327358655
2016-07-01 12:00:00,38.08273460442975
2016-07-01 12:15:00,38.081669931730374
2016-07-01 12:30:00,38.08060530925944
2016-07-01 12:45:00,38.07954073701589
2016-07-01 13:00:00,38.07847621499866
2016-07-01 13:15:00,38.07741174320668
2016-07-01 13:30:00,38.076347321638885
2016-07-01 13:45:00,38.07528295029421
2016-07-01 14:00:00,38.07421862917158
2016-07-01 14:15:00,38.073154358269946
2016-07-01 14:30:00,38.072090137588226
2016-07-01 14:45:00,38.07102596712536
2016-07-01 15:00:00,38.06996184688027
2016-07-01 15:15:00,38.068897776851905
2016-07-01 15:30:00,38.067833757039196
2016-07-01 15:45:00,38.06676978744107
2016-07-01 16:00:00,38.06570586805646
2016-07-01 16:15:00,38.06464199888431
2016-07-01 16:30:00,38.063578179923546
2016-07-01 16:45:00,38.0625144111731
2016-07-01 17:00:00,38.0614506926319
2016-07-01 17:15:00,38.0603870242989
2016-07-01 17:30:00,38.059323406173014
2016-07-01 17:45:00,38.05825983825318
2016-07-01 18:00:00,38.05719632053834
2016-07-01 18:15:00,38.056132853027414
2016-07-01 18:30:00,38.05506943571934
2016-07-01 18:45:00,38.05400606861306
2016-07-01 19:00:00,38.052942751707505
2016-07-01 19:15:00,38.0518794850016
2016-07-01 19:30:00,38.05081626849428
2016-07-01 19:45:00,38.04975310218449
2016-07-01 20:00:00,38.04868998607115
2016-07-01 20:15:00,38.0476269201532
2016-07-01 20:30:00,38.046563904429576
2016-07-01 20:45:00,38.0455009388992
2016-07-01 21:00:00,38.04443802356102
2016-07-01 21:15:00,38.04337515841396
2016-07-01 21:30:00,38.042312343456956
2016-07-01 21:45:00,38.04124957868895
2016-07-01 22:00:00,38.040186864108854
2016-07-01 22:15:00,38.03912419971562
2016-07-01 22:30:00,38.03806158550818
2016-07-01 22:45:00,38.036999021485464
2016-07-01 23:00:00,38.035936507646404
2016-07-01 23:15:00,38.03487404398993
2016-07-01 23:30:00,38.03381163051499
2016-07-01 23:45:00,38.032749267220495
2016-07-02 00:00:00,38.0316869541054
2016-07-02 00:15:00,38.03062469116863
2016-07-02 00:30:00,38.02956247840912
2016-07-02 00:45:00,38.028500315825795
2016-07-02 01:00:00,38.027438203417596
2016-07-02 01:15:00,38.02637614118346
2016-07-02 01:30:00,38.025314129122314
2016-07-02 01:45:00,38.024252167233094
2016-07-02 02:00:00,38.023190255514734
2016-07-02 02:15:00,38.02212839396617
2016-07-02 02:30:00,38.02106658258633
2016-07-02 02:45:00,38.020004821374144
2016-07-02 03:00:00,38.01894311032856
2016-07-02 03:15:00,38.017881449448495
2016-07-02 03:30:00,38.01681983873289
2016-07-02 03:45:00,38.01575827818069
2016-07-02 04:00:00,38.01469676779081
2016-07-02 04:15:00,38.01363530756219
2016-07-02 04:30:00,38.01257389749376
2016-07-02 04:45:00,38.011512537584466
2016-07-02 05:00:00,38.01045122783323
2016-07-02 05:15:00,38.009389968238985
2016-07-02 05:30:00,38.00832875880067
2016-07-02 05:45:00,38.00726759951722
2016-07-02 06:00:00,38.00620649038756
2016-07-02 06:15:00,38.00514543141063
2016-07-02 06:30:00,38.00408442258537
2016-07-02 06:45:00,38.0030234639107
2016-07-02 07:00:00,38.00196255538556
2016-07-02 07:15:00,38.00090169700888
2016-07-02 07:30:00,37.999840888779595
2016-07-02 07:45:00,37.998780130696645
2016-07-02 08:00:00,37.997719422758955
2016-07-02 08:15:00,37.99665876496546
2016-07-02 08:30:00,37.995598157315094
2016-07-02 08:45:00,37.9945375998068
2016-07-02 09:00:00,37.99347709243949
2016-07-02 09:15:00,37.99241663521212
2016-07-02 09:30:00,37.991356228123614
2016-07-02 09:45:00,37.990295871172904
2016-07-02 10:00:00,37.98923556435892
2016-07-02 10:15:00,37.988175307680606
2016-07-02 10:30:00,37.987115101136894
2016-07-02 10:45:00,37.9860549447267
2016-07-02 11:00:00,37.98499483844898
2016-07-02 11:15:00,37.98393478230266
2016-07-02 11:30:00,37.98287477628667
2016-07-02 11:45:00,37.98181482039995
2016-07-02 12:00:00,37.98075491464142
2016-07-02 12:15:00,37.979695059010034
2016-07-02 12:30:00,37.978635253504706
2016-07-02 12:45:00,37.97757549812438
2016-07-02 13:00:00,37.976515792867986
2016-07-02 13:15:00,37.975456137734454
2016-07-02 13:30:00,37.97439653272273
2016-07-02 13:45:00,37.973336977831735
2016-07-02 14:00:00,37.9722774730604
2016-07-02 14:15:00,37.971218018407676
2016-07-02 14:30:00,37.970158613872485
2016-07-02 14:45:00,37.969099259453756
2016-07-02 15:00:00,37.96803995515043
2016-07-02 15:15:00,37.96698070096144
2016-07-02 15:30:00,37.96592149688572
2016-07-02 15:45:00,37.964862342922196
2016-07-02 16:00:00,37.96380323906981
2016-07-02 16:15:00,37.962744185327495
2016-07-02 16:30:00,37.96168518169418
2016-07-02 16:45:00,37.9606262281688
2016-07-02 17:00:00,37.95956732475028
2016-07-02 17:15:00,37.958508471437575
2016-07-02 17:30:00,37.9574496682296
2016-07-02 17:45:00,37.9563909151253
2016-07-02 18:00:00,37.955332212123594
2016-07-02 18:15:00,37.95427355922343
2016-07-02 18:30:00,37.953214956423736
2016-07-02 18:45:00,37.95215640372344
2016-07-02 19:00:00,37.951097901121486
2016-07-02 19:15:00,37.9500394486168
2016-07-02 19:30:00,37.94898104620832
2016-07-02 19:45:00,37.947922693894974
2016-07-02 20:00:00,37.9468643916757
2016-07-02 20:15:00,37.94580613954943
2016-07-02 20:30:00,37.944747937515096
2016-07-02 20:45:00,37.94368978557164
2016-07-02 21:00:00,37.942631683717984
2016-07-02 21:15:00,37.94157363195307
2016-07-02 21:30:00,37.94051563027582
2016-07-02 21:45:00,37.93945767868518
2016-07-02 22:00:00,37.93839977718008
2016-07-02 22:15:00,37.93734192575945
2016-07-02 22:30:00,37.93628412442222
2016-07-02 22:45:00,37.93522637316734
2016-07-02 23:00:00,37.93416867199373
2016-07-02 23:15:00,37.93311102090032
2016-07-02 23:30:00,37.93205341988606
2016-07-02 23:45:00,37.930995868949864
2016-07-03 00:00:00,37.929938368090674
2016-07-03 00:15:00,37.92888091730743
2016-07-03 00:30:00,37.92782351659906
2016-07-03 00:45:00,37.926766165964494
2016-07-03 01:00:00,37.92570886540267
2016-07-03 01:15:00,37.92465161491252
2016-07-03 01:30:00,37.923594414492975
2016-07-03 01:45:00,37.922537264142974
2016-07-03 02:00:00,37.921480163861446
2016-07-03 02:15:00,37.920423113647324
2016-07-03 02:30:00,37.91936611349955
2016-07-03 02:45:00,37.91830916341705
2016-07-03 03:00:00,37.91725226339875
2016-07-03 03:15:00,37.9161954134436
2016-07-03 03:30:00,37.915138613550525
2016-07-03 03:45:00,37.91408186371846
2016-07-03 04:00:00,37.91302516394633
2016-07-03 04:15:00,37.91196851423308
2016-07-03 04:30:00,37.910911914577646
2016-07-03 04:45:00,37.909855364978945
2016-07-03 05:00:00,37.90879886543593
2016-07-03 05:15:00,37.90774241594752
2016-07-03 05:30:00,37.90668601651265
2016-07-03 05:45:00,37.90562966713026
2016-07-03 06:00:00,37.90457336779928
2016-07-03 06:15:00,37.90351711851865
2016-07-03 06:30:00,37.90246091928729
2016-07-03 06:45:00,37.90140477010414
2016-07-03 07:00:00,37.90034867096814
2016-07-03 07:15:00,37.89929262187822
2016-07-03 07:30:00,37.89823662283331
2016-07-03 07:45:00,37.89718067383234
2016-07-03 08:00:00,37.89612477487425
2016-07-03 08:15:00,37.89506892595797
2016-07-03 08:30:00,37.89401312708244
2016-07-03 08:45:00,37.892957378246585
2016-07-03 09:00:00,37.89190167944935
2016-07-03 09:15:00,37.89084603068965
2016-07-03 09:30:00,37.88979043196644
2016-07-03 09:45:00,37.88873488327863
2016-07-03 10:00:00,37.88767938462518
2016-07-03 10:15:00,37.886623936005
2016-07-03 10:30:00,37.885568537417036
2016-07-03 10:45:00,37.884513188860225
2016-07-03 11:00:00,37.88345789033349
2016-07-03 11:15:00,37.88240264183577
2016-07-03 11:30:00,37.88134744336599
2016-07-03 11:45:00,37.880292294923095
2016-07-03 12:00:00,37.87923719650602
2016-07-03 12:15:00,37.87818214811369
2016-07-03 12:30:00,37.877127149745036
2016-07-03 12:45:00,37.876072201399
2016-07-03 13:00:00,37.875017303074515
2016-07-03 13:15:00,37.873962454770506
2016-07-03 13:30:00,37.872907656485914
2016-07-03 13:45:00,37.87185290821967
2016-07-03 14:00:00,37.870798209970715
2016-07-03 14:15:00,37.86974356173797
2016-07-03 14:30:00,37.86868896352038
2016-07-03 14:45:00,37.867634415316864
2016-07-03 15:00:00,37.86657991712637
2016-07-03 15:15:00,37.86552546894783
2016-07-03 15:30:00,37.86447107078016
2016-07-03 15:45:00,37.86341672262232
2016-07-03 16:00:00,37.862362424473226
2016-07-03 16:15:00,37.86130817633181
2016-07-03 16:30:00,37.860253978197015
2016-07-03 16:45:00,37.85919983006777
2016-07-03 17:00:00,37.85814573194301
2016-07-03 17:15:00,37.85709168382167
2016-07-03 17:30:00,37.85603768570268
2016-07-03 17:45:00,37.85498373758497
2016-07-03 18:00:00,37.85392983946749
2016-07-03 18:15:00,37.85287599134915
2016-07-03 18:30:00,37.8518221932289
2016-07-03 18:45:00,37.850768445105665
2016-07-03 19:00:00,37.849714746978385
2016-07-03 19:15:00,37.848661098845994
2016-07-03 19:30:00,37.84760750070742
2016-07-03 19:45:00,37.84655395256159
2016-07-03 20:00:00,37.84550045440746
2016-07-03 20:15:00,37.84444700624394
2016-07-03 20:30:00,37.843393608069974
2016-07-03 20:45:00,37.842340259884494
2016-07-03 21:00:00,37.841286961686436
2016-07-03 21:15:00,37.84023371347473
2016-07-03 21:30:00,37.839180515248316
2016-07-03 21:45:00,37.838127367006116
2016-07-03 22:00:00,37.837074268747074
2016-07-03 22:15:00,37.83602122047012
2016-07-03 22:30:00,37.83496822217419
2016-07-03 22:45:00,37.83391527385821
2016-07-03 23:00:00,37.83286237552112
2016-07-03 23:15:00,37.831809527161845
2016-07-03 23:30:00,37.83075672877933
2016-07-03 23:45:00,37.82970398037251
2016-07-04 00:00:00,37.828651281940296
