date,OT_SAN
2016-07-01 00:00:00,-0.3913389101764712
2016-07-01 00:15:00,-0.45745627153991913
2016-07-01 00:30:00,-0.5898415208409462
2016-07-01 00:45:00,-0.6229757520741891
2016-07-01 01:00:00,-0.6229757520741891
2016-07-01 01:15:00,-0.656109983307432
2016-07-01 01:30:00,-0.656109983307432
2016-07-01 01:45:00,-0.722227344670881
2016-07-01 02:00:00,-0.722227344670881
2016-07-01 02:15:00,-0.722227344670881
2016-07-01 02:30:00,-0.821478937267574
2016-07-01 02:45:00,-0.9538647610975088
2016-07-01 03:00:00,-1.1524426350490466
2016-07-01 03:15:00,-1.2517694909328025
2016-07-01 03:30:00,-1.3178874268251606
2016-07-01 03:45:00,-1.3510210835294945
2016-07-01 04:00:00,-1.417213995444462
2016-07-01 04:15:00,-1.4502726761261864
2016-07-01 04:30:00,-1.4834069073594294
2016-07-01 04:45:00,-1.549524268722879
2016-07-01 05:00:00,-1.6157924439249103
2016-07-01 05:15:00,-1.6157924439249103
2016-07-01 05:30:00,-1.5826582126916668
2016-07-01 05:45:00,-1.6488511246066344
2016-07-01 06:00:00,-1.6819098052883588
2016-07-01 06:15:00,-1.7150440365216018
2016-07-01 06:30:00,-1.7150440365216018
2016-07-01 06:45:00,-1.7150440365216018
2016-07-01 07:00:00,-1.7150440365216018
2016-07-01 07:15:00,-1.7150440365216018
2016-07-01 07:30:00,-1.7150440365216018
2016-07-01 07:45:00,-1.7150440365216018
2016-07-01 08:00:00,-1.7481779804903896
2016-07-01 08:15:00,-1.7812366611721153
2016-07-01 08:30:00,-1.7812366611721153
2016-07-01 08:45:00,-1.7812366611721153
2016-07-01 09:00:00,-1.8143708924053572
2016-07-01 09:15:00,-1.9797398463654985
2016-07-01 09:30:00,-2.0460077343030756
2016-07-01 09:45:00,-2.0460077343030756
2016-07-01 10:00:00,-2.0790667022492544
2016-07-01 10:15:00,-2.0790667022492544
2016-07-01 10:30:00,-2.0790667022492544
2016-07-01 10:45:00,-2.0790667022492544
2016-07-01 11:00:00,-2.0790667022492544
2016-07-01 11:15:00,-2.0790667022492544
2016-07-01 11:30:00,-2.1121253829309783
2016-07-01 11:45:00,-2.1121253829309783
2016-07-01 12:00:00,-2.1121253829309783
2016-07-01 12:15:00,-2.1121253829309783
2016-07-01 12:30:00,-2.1783180075814914
2016-07-01 12:45:00,-2.211452238814735
2016-07-01 13:00:00,-2.211452238814735
2016-07-01 13:15:00,-2.1783180075814914
2016-07-01 13:30:00,-2.1783180075814914
2016-07-01 13:45:00,-2.1783180075814914
2016-07-01 14:00:00,-2.1783180075814914
2016-07-01 14:15:00,-2.1783180075814914
2016-07-01 14:30:00,-2.1783180075814914
2016-07-01 14:45:00,-2.1783180075814914
2016-07-01 15:00:00,-2.1783180075814914
2016-07-01 15:15:00,-2.1783180075814914
2016-07-01 15:30:00,-2.1783180075814914
2016-07-01 15:45:00,-2.1783180075814914
2016-07-01 16:00:00,-2.1783180075814914
2016-07-01 16:15:00,-2.21137697552767
2016-07-01 16:30:00,-2.21137697552767
2016-07-01 16:45:00,-2.21137697552767
2016-07-01 17:00:00,-2.21137697552767
2016-07-01 17:15:00,-2.21137697552767
2016-07-01 17:30:00,-2.21137697552767
2016-07-01 17:45:00,-2.21137697552767
2016-07-01 18:00:00,-2.21137697552767
2016-07-01 18:15:00,-2.21137697552767
2016-07-01 18:30:00,-2.2445109194964594
2016-07-01 18:45:00,-2.277644863465248
2016-07-01 19:00:00,-2.277644863465248
2016-07-01 19:15:00,-2.277644863465248
2016-07-01 19:30:00,-2.277644863465248
2016-07-01 19:45:00,-2.277644863465248
2016-07-01 20:00:00,-2.277644863465248
2016-07-01 20:15:00,-2.277644863465248
2016-07-01 20:30:00,-2.277644863465248
2016-07-01 20:45:00,-2.277644863465248
2016-07-01 21:00:00,-2.3437625120931513
2016-07-01 21:15:00,-2.3437625120931513
2016-07-01 21:30:00,-2.3437625120931513
2016-07-01 21:45:00,-2.310703831411427
2016-07-01 22:00:00,-2.310703831411427
2016-07-01 22:15:00,-2.310703831411427
2016-07-01 22:30:00,-2.310703831411427
2016-07-01 22:45:00,-2.310703831411427
2016-07-01 23:00:00,-2.310703831411427
2016-07-01 23:15:00,-2.310703831411427
2016-07-01 23:30:00,-2.310703831411427
2016-07-01 23:45:00,-2.310703831411427
2016-07-02 00:00:00,-2.310703831411427
2016-07-02 00:15:00,-2.310703831411427
2016-07-02 00:30:00,-2.310703831411427
2016-07-02 00:45:00,-2.2775696001781838
2016-07-02 01:00:00,-2.2445109194964594
2016-07-02 01:15:00,-2.2445109194964594
2016-07-02 01:30:00,-2.2445109194964594
2016-07-02 01:45:00,-2.277644863465248
2016-07-02 02:00:00,-2.277644863465248
2016-07-02 02:15:00,-2.310703831411427
2016-07-02 02:30:00,-2.3437625120931513
2016-07-02 02:45:00,-2.3437625120931513
2016-07-02 03:00:00,-2.3437625120931513
2016-07-02 03:15:00,-2.3437625120931513
2016-07-02 03:30:00,-2.3437625120931513
2016-07-02 03:45:00,-2.3437625120931513
2016-07-02 04:00:00,-2.3437625120931513
2016-07-02 04:15:00,-2.310703831411427
2016-07-02 04:30:00,-2.310703831411427
2016-07-02 04:45:00,-2.310703831411427
2016-07-02 05:00:00,-2.310703831411427
2016-07-02 05:15:00,-2.310703831411427
2016-07-02 05:30:00,-2.310703831411427
2016-07-02 05:45:00,-2.310703831411427
2016-07-02 06:00:00,-2.310703831411427
2016-07-02 06:15:00,-2.310703831411427
2016-07-02 06:30:00,-2.310703831411427
2016-07-02 06:45:00,-2.310703831411427
2016-07-02 07:00:00,-2.310703831411427
2016-07-02 07:15:00,-2.3768964560619414
2016-07-02 07:30:00,-2.3768964560619414
2016-07-02 07:45:00,-2.3768964560619414
2016-07-02 08:00:00,-2.3768964560619414
2016-07-02 08:15:00,-2.3768964560619414
2016-07-02 08:30:00,-2.3768964560619414
2016-07-02 08:45:00,-2.3438377753802135
2016-07-02 09:00:00,-2.3438377753802135
2016-07-02 09:15:00,-2.3438377753802135
2016-07-02 09:30:00,-2.3438377753802135
2016-07-02 09:45:00,-2.310703831411427
2016-07-02 10:00:00,-2.310703831411427
2016-07-02 10:15:00,-2.310703831411427
2016-07-02 10:30:00,-2.310703831411427
2016-07-02 10:45:00,-2.310703831411427
2016-07-02 11:00:00,-2.310703831411427
2016-07-02 11:15:00,-2.310703831411427
2016-07-02 11:30:00,-2.2775696001781838
2016-07-02 11:45:00,-2.2445109194964594
2016-07-02 12:00:00,-2.277644863465248
2016-07-02 12:15:00,-2.277644863465248
2016-07-02 12:30:00,-2.2445109194964594
2016-07-02 12:45:00,-2.2445109194964594
2016-07-02 13:00:00,-2.2445109194964594
2016-07-02 13:15:00,-2.2445109194964594
2016-07-02 13:30:00,-2.2445109194964594
2016-07-02 13:45:00,-2.2445109194964594
2016-07-02 14:00:00,-2.21137697552767
2016-07-02 14:15:00,-2.1783180075814914
2016-07-02 14:30:00,-2.1783180075814914
2016-07-02 14:45:00,-2.1121253829309783
2016-07-02 15:00:00,-2.0790667022492544
2016-07-02 15:15:00,-2.0790667022492544
2016-07-02 15:30:00,-2.0790667022492544
2016-07-02 15:45:00,-2.045932471016012
2016-07-02 16:00:00,-2.045932471016012
2016-07-02 16:15:00,-2.045932471016012
2016-07-02 16:30:00,-2.012873790334287
2016-07-02 16:45:00,-1.9797398463654985
2016-07-02 17:00:00,-1.9797398463654985
2016-07-02 17:15:00,-1.9466811656837741
2016-07-02 17:30:00,-1.9466811656837741
2016-07-02 17:45:00,-1.9136221977375951
2016-07-02 18:00:00,-1.9136221977375951
2016-07-02 18:15:00,-1.8804882537688061
2016-07-02 18:30:00,-1.8804882537688061
2016-07-02 18:45:00,-1.8804882537688061
2016-07-02 19:00:00,-1.8804882537688061
2016-07-02 19:15:00,-1.8474295730870827
2016-07-02 19:30:00,-1.8143708924053572
2016-07-02 19:45:00,-1.7812366611721153
2016-07-02 20:00:00,-1.7481027172033263
2016-07-02 20:15:00,-1.7481027172033263
2016-07-02 20:30:00,-1.7481027172033263
2016-07-02 20:45:00,-1.7812366611721153
2016-07-02 21:00:00,-1.8143708924053572
2016-07-02 21:15:00,-1.8804882537688061
2016-07-02 21:30:00,-1.9466811656837741
2016-07-02 21:45:00,-1.9466811656837741
2016-07-02 22:00:00,-2.012873790334287
2016-07-02 22:15:00,-2.012873790334287
2016-07-02 22:30:00,-2.0460077343030756
2016-07-02 22:45:00,-2.0790667022492544
2016-07-02 23:00:00,-2.1121253829309783
2016-07-02 23:15:00,-2.1121253829309783
2016-07-02 23:30:00,-2.1121253829309783
2016-07-02 23:45:00,-2.1121253829309783
2016-07-03 00:00:00,-2.0460077343030756
2016-07-03 00:15:00,-2.0460077343030756
2016-07-03 00:30:00,-1.9797398463654985
2016-07-03 00:45:00,-1.9797398463654985
2016-07-03 01:00:00,-1.9136221977375951
2016-07-03 01:15:00,-1.9136221977375951
2016-07-03 01:30:00,-1.9136221977375951
2016-07-03 01:45:00,-1.9136221977375951
2016-07-03 02:00:00,-1.9136221977375951
2016-07-03 02:15:00,-1.9136221977375951
2016-07-03 02:30:00,-1.9136221977375951
2016-07-03 02:45:00,-1.9136221977375951
2016-07-03 03:00:00,-1.9136221977375951
2016-07-03 03:15:00,-1.9797398463654985
2016-07-03 03:30:00,-1.9797398463654985
2016-07-03 03:45:00,-1.9797398463654985
