date,OT_DAIN
2016-07-01 00:00:00,-0.09302823
2016-07-01 00:15:00,-0.08606893
2016-07-01 00:30:00,-0.07213448
2016-07-01 00:45:00,-0.06864688
2016-07-01 01:00:00,-0.06864688
2016-07-01 01:15:00,-0.065159276
2016-07-01 01:30:00,-0.065159276
2016-07-01 01:45:00,-0.058199957
2016-07-01 02:00:00,-0.058199957
2016-07-01 02:15:00,-0.058199957
2016-07-01 02:30:00,-0.047753066
2016-07-01 02:45:00,-0.033818558
2016-07-01 03:00:00,-0.012916878
2016-07-01 03:15:00,-0.0024620444
2016-07-01 03:30:00,0.004497312
2016-07-01 03:45:00,0.007984854
2016-07-01 04:00:00,0.014952108
2016-07-01 04:15:00,0.01843176
2016-07-01 04:30:00,0.021919362
2016-07-01 04:45:00,0.028878666
2016-07-01 05:00:00,0.035853844
2016-07-01 05:15:00,0.035853844
2016-07-01 05:30:00,0.03236624
2016-07-01 05:45:00,0.0393335
2016-07-01 06:00:00,0.04281315
2016-07-01 06:15:00,0.046300754
2016-07-01 06:30:00,0.046300754
2016-07-01 06:45:00,0.046300754
2016-07-01 07:00:00,0.046300754
2016-07-01 07:15:00,0.046300754
2016-07-01 07:30:00,0.046300754
2016-07-01 07:45:00,0.046300754
2016-07-01 08:00:00,0.049788326
2016-07-01 08:15:00,0.053267974
2016-07-01 08:30:00,0.053267974
2016-07-01 08:45:00,0.053267974
2016-07-01 09:00:00,0.05675558
2016-07-01 09:15:00,0.07416179
2016-07-01 09:30:00,0.081136934
2016-07-01 09:45:00,0.081136934
2016-07-01 10:00:00,0.08461662
2016-07-01 10:15:00,0.08461662
2016-07-01 10:30:00,0.08461662
2016-07-01 10:45:00,0.08461662
2016-07-01 11:00:00,0.08461662
2016-07-01 11:15:00,0.08461662
2016-07-01 11:30:00,0.08809627
2016-07-01 11:45:00,0.08809627
2016-07-01 12:00:00,0.08809627
2016-07-01 12:15:00,0.08809627
2016-07-01 12:30:00,0.09506349
2016-07-01 12:45:00,0.098551095
2016-07-01 13:00:00,0.098551095
2016-07-01 13:15:00,0.09506349
2016-07-01 13:30:00,0.09506349
2016-07-01 13:45:00,0.09506349
2016-07-01 14:00:00,0.09506349
2016-07-01 14:15:00,0.09506349
2016-07-01 14:30:00,0.09506349
2016-07-01 14:45:00,0.09506349
2016-07-01 15:00:00,0.09506349
2016-07-01 15:15:00,0.09506349
2016-07-01 15:30:00,0.09506349
2016-07-01 15:45:00,0.09506349
2016-07-01 16:00:00,0.09506349
2016-07-01 16:15:00,0.098543175
2016-07-01 16:30:00,0.098543175
2016-07-01 16:45:00,0.098543175
2016-07-01 17:00:00,0.098543175
2016-07-01 17:15:00,0.098543175
2016-07-01 17:30:00,0.098543175
2016-07-01 17:45:00,0.098543175
2016-07-01 18:00:00,0.098543175
2016-07-01 18:15:00,0.098543175
2016-07-01 18:30:00,0.10203075
2016-07-01 18:45:00,0.10551832
2016-07-01 19:00:00,0.10551832
2016-07-01 19:15:00,0.10551832
2016-07-01 19:30:00,0.10551832
2016-07-01 19:45:00,0.10551832
2016-07-01 20:00:00,0.10551832
2016-07-01 20:15:00,0.10551832
2016-07-01 20:30:00,0.10551832
2016-07-01 20:45:00,0.10551832
2016-07-01 21:00:00,0.11247765
2016-07-01 21:15:00,0.11247765
2016-07-01 21:30:00,0.11247765
2016-07-01 21:45:00,0.108998
2016-07-01 22:00:00,0.108998
2016-07-01 22:15:00,0.108998
2016-07-01 22:30:00,0.108998
2016-07-01 22:45:00,0.108998
2016-07-01 23:00:00,0.108998
2016-07-01 23:15:00,0.108998
2016-07-01 23:30:00,0.108998
2016-07-01 23:45:00,0.108998
2016-07-02 00:00:00,0.108998
2016-07-02 00:15:00,0.108998
2016-07-02 00:30:00,0.108998
2016-07-02 00:45:00,0.1055104
2016-07-02 01:00:00,0.10203075
2016-07-02 01:15:00,0.10203075
2016-07-02 01:30:00,0.10203075
2016-07-02 01:45:00,0.10551832
2016-07-02 02:00:00,0.10551832
2016-07-02 02:15:00,0.108998
2016-07-02 02:30:00,0.11247765
2016-07-02 02:45:00,0.11247765
2016-07-02 03:00:00,0.11247765
2016-07-02 03:15:00,0.11247765
2016-07-02 03:30:00,0.11247765
2016-07-02 03:45:00,0.11247765
2016-07-02 04:00:00,0.11247765
2016-07-02 04:15:00,0.108998
2016-07-02 04:30:00,0.108998
2016-07-02 04:45:00,0.108998
2016-07-02 05:00:00,0.108998
2016-07-02 05:15:00,0.108998
2016-07-02 05:30:00,0.108998
2016-07-02 05:45:00,0.108998
2016-07-02 06:00:00,0.108998
2016-07-02 06:15:00,0.108998
2016-07-02 06:30:00,0.108998
2016-07-02 06:45:00,0.108998
2016-07-02 07:00:00,0.108998
2016-07-02 07:15:00,0.115965225
2016-07-02 07:30:00,0.115965225
2016-07-02 07:45:00,0.115965225
2016-07-02 08:00:00,0.115965225
2016-07-02 08:15:00,0.115965225
2016-07-02 08:30:00,0.115965225
2016-07-02 08:45:00,0.11248557
2016-07-02 09:00:00,0.11248557
2016-07-02 09:15:00,0.11248557
2016-07-02 09:30:00,0.11248557
2016-07-02 09:45:00,0.108998
2016-07-02 10:00:00,0.108998
2016-07-02 10:15:00,0.108998
2016-07-02 10:30:00,0.108998
2016-07-02 10:45:00,0.108998
2016-07-02 11:00:00,0.108998
2016-07-02 11:15:00,0.108998
2016-07-02 11:30:00,0.1055104
2016-07-02 11:45:00,0.10203075
2016-07-02 12:00:00,0.10551832
2016-07-02 12:15:00,0.10551832
2016-07-02 12:30:00,0.10203075
2016-07-02 12:45:00,0.10203075
2016-07-02 13:00:00,0.10203075
2016-07-02 13:15:00,0.10203075
2016-07-02 13:30:00,0.10203075
2016-07-02 13:45:00,0.10203075
2016-07-02 14:00:00,0.098543175
2016-07-02 14:15:00,0.09506349
2016-07-02 14:30:00,0.09506349
2016-07-02 14:45:00,0.08809627
2016-07-02 15:00:00,0.08461662
2016-07-02 15:15:00,0.08461662
2016-07-02 15:30:00,0.08461662
2016-07-02 15:45:00,0.081129014
2016-07-02 16:00:00,0.081129014
2016-07-02 16:15:00,0.081129014
2016-07-02 16:30:00,0.07764936
2016-07-02 16:45:00,0.07416179
2016-07-02 17:00:00,0.07416179
2016-07-02 17:15:00,0.07068214
2016-07-02 17:30:00,0.07068214
2016-07-02 17:45:00,0.06720246
2016-07-02 18:00:00,0.06720246
2016-07-02 18:15:00,0.063714884
2016-07-02 18:30:00,0.063714884
2016-07-02 18:45:00,0.063714884
2016-07-02 19:00:00,0.063714884
2016-07-02 19:15:00,0.06023523
2016-07-02 19:30:00,0.05675558
2016-07-02 19:45:00,0.053267974
2016-07-02 20:00:00,0.049780402
2016-07-02 20:15:00,0.049780402
2016-07-02 20:30:00,0.049780402
2016-07-02 20:45:00,0.053267974
2016-07-02 21:00:00,0.05675558
2016-07-02 21:15:00,0.063714884
2016-07-02 21:30:00,0.07068214
2016-07-02 21:45:00,0.07068214
2016-07-02 22:00:00,0.07764936
2016-07-02 22:15:00,0.07764936
2016-07-02 22:30:00,0.081136934
2016-07-02 22:45:00,0.08461662
2016-07-02 23:00:00,0.08809627
2016-07-02 23:15:00,0.08809627
2016-07-02 23:30:00,0.08809627
2016-07-02 23:45:00,0.08809627
2016-07-03 00:00:00,0.081136934
2016-07-03 00:15:00,0.081136934
2016-07-03 00:30:00,0.07416179
2016-07-03 00:45:00,0.07416179
2016-07-03 01:00:00,0.06720246
2016-07-03 01:15:00,0.06720246
2016-07-03 01:30:00,0.06720246
2016-07-03 01:45:00,0.06720246
2016-07-03 02:00:00,0.06720246
2016-07-03 02:15:00,0.06720246
2016-07-03 02:30:00,0.06720246
2016-07-03 02:45:00,0.06720246
2016-07-03 03:00:00,0.06720246
2016-07-03 03:15:00,0.07416179
2016-07-03 03:30:00,0.07416179
2016-07-03 03:45:00,0.07416179
2016-07-03 04:00:00,0.07416179
2016-07-03 04:15:00,0.07416179
2016-07-03 04:30:00,0.07416179
2016-07-03 04:45:00,0.07416179
2016-07-03 05:00:00,0.07416179
2016-07-03 05:15:00,0.07416179
2016-07-03 05:30:00,0.07416179
2016-07-03 05:45:00,0.07416179
2016-07-03 06:00:00,0.07764936
2016-07-03 06:15:00,0.07764936
2016-07-03 06:30:00,0.081136934
2016-07-03 06:45:00,0.081136934
2016-07-03 07:00:00,0.081136934
2016-07-03 07:15:00,0.08461662
2016-07-03 07:30:00,0.08461662
2016-07-03 07:45:00,0.08809627
2016-07-03 08:00:00,0.08809627
2016-07-03 08:15:00,0.08461662
2016-07-03 08:30:00,0.081136934
2016-07-03 08:45:00,0.07764936
2016-07-03 09:00:00,0.07416179
2016-07-03 09:15:00,0.07416179
2016-07-03 09:30:00,0.06720246
2016-07-03 09:45:00,0.06720246
2016-07-03 10:00:00,0.063722804
2016-07-03 10:15:00,0.056747627
2016-07-03 10:30:00,0.053267974
2016-07-03 10:45:00,0.049780402
2016-07-03 11:00:00,0.049780402
2016-07-03 11:15:00,0.042821072
2016-07-03 11:30:00,0.03584592
2016-07-03 11:45:00,0.028886594
2016-07-03 12:00:00,0.021911412
2016-07-03 12:15:00,0.01843176
2016-07-03 12:30:00,0.01843176
2016-07-03 12:45:00,0.01843176
2016-07-03 13:00:00,0.021911412
