date,OT_Standardized
2016-07-01 00:00:00,1.0139443086147795
2016-07-01 00:15:00,0.9770115710097139
2016-07-01 00:30:00,0.9030620126124995
2016-07-01 00:45:00,0.8845534417523282
2016-07-01 01:00:00,0.8845534417523282
2016-07-01 01:15:00,0.8660448708921569
2016-07-01 01:30:00,0.8660448708921569
2016-07-01 01:45:00,0.8291121332870908
2016-07-01 02:00:00,0.8291121332870908
2016-07-01 02:15:00,0.8291121332870908
2016-07-01 02:30:00,0.7736708248218527
2016-07-01 02:45:00,0.6997209454964438
2016-07-01 03:00:00,0.5887966079006236
2016-07-01 03:15:00,0.5333132578418454
2016-07-01 03:30:00,0.4963801993085843
2016-07-01 03:45:00,0.47787194937660793
2016-07-01 04:00:00,0.4408970097139035
2016-07-01 04:15:00,0.42243064091137045
2016-07-01 04:30:00,0.4039220700511991
2016-07-01 04:45:00,0.36698933244613263
2016-07-01 05:00:00,0.3299723511898875
2016-07-01 05:15:00,0.3299723511898875
2016-07-01 05:30:00,0.3484809220500591
2016-07-01 05:45:00,0.31150598238735466
2016-07-01 06:00:00,0.2930396135848216
2016-07-01 06:15:00,0.2745310427246503
2016-07-01 06:30:00,0.2745310427246503
2016-07-01 06:45:00,0.2745310427246503
2016-07-01 07:00:00,0.2745310427246503
2016-07-01 07:15:00,0.2745310427246503
2016-07-01 07:30:00,0.2745310427246503
2016-07-01 07:45:00,0.2745310427246503
2016-07-01 08:00:00,0.25602263232857675
2016-07-01 08:15:00,0.23755626352604306
2016-07-01 08:30:00,0.23755626352604306
2016-07-01 08:45:00,0.23755626352604306
2016-07-01 09:00:00,0.21904769266587235
2016-07-01 09:15:00,0.12667364659556837
2016-07-01 09:30:00,0.0896568258034207
2016-07-01 09:45:00,0.0896568258034207
2016-07-01 10:00:00,0.07119029653679013
2016-07-01 10:15:00,0.07119029653679013
2016-07-01 10:30:00,0.07119029653679013
2016-07-01 10:45:00,0.07119029653679013
2016-07-01 11:00:00,0.07119029653679013
2016-07-01 11:15:00,0.07119029653679013
2016-07-01 11:30:00,0.052723927734257346
2016-07-01 11:45:00,0.052723927734257346
2016-07-01 12:00:00,0.052723927734257346
2016-07-01 12:15:00,0.052723927734257346
2016-07-01 12:30:00,0.015749148535650424
2016-07-01 12:45:00,-0.002759422324521196
2016-07-01 13:00:00,-0.002759422324521196
2016-07-01 13:15:00,0.015749148535650424
2016-07-01 13:30:00,0.015749148535650424
2016-07-01 13:45:00,0.015749148535650424
2016-07-01 14:00:00,0.015749148535650424
2016-07-01 14:15:00,0.015749148535650424
2016-07-01 14:30:00,0.015749148535650424
2016-07-01 14:45:00,0.015749148535650424
2016-07-01 15:00:00,0.015749148535650424
2016-07-01 15:15:00,0.015749148535650424
2016-07-01 15:30:00,0.015749148535650424
2016-07-01 15:45:00,0.015749148535650424
2016-07-01 16:00:00,0.015749148535650424
2016-07-01 16:15:00,-0.0027173807309801416
2016-07-01 16:30:00,-0.0027173807309801416
2016-07-01 16:45:00,-0.0027173807309801416
2016-07-01 17:00:00,-0.0027173807309801416
2016-07-01 17:15:00,-0.0027173807309801416
2016-07-01 17:30:00,-0.0027173807309801416
2016-07-01 17:45:00,-0.0027173807309801416
2016-07-01 18:00:00,-0.0027173807309801416
2016-07-01 18:15:00,-0.0027173807309801416
2016-07-01 18:30:00,-0.02122579112705428
2016-07-01 18:45:00,-0.03973420152312842
2016-07-01 19:00:00,-0.03973420152312842
2016-07-01 19:15:00,-0.03973420152312842
2016-07-01 19:30:00,-0.03973420152312842
2016-07-01 19:45:00,-0.03973420152312842
2016-07-01 20:00:00,-0.03973420152312842
2016-07-01 20:15:00,-0.03973420152312842
2016-07-01 20:30:00,-0.03973420152312842
2016-07-01 20:45:00,-0.03973420152312842
2016-07-01 21:00:00,-0.07666709959229177
2016-07-01 21:15:00,-0.07666709959229177
2016-07-01 21:30:00,-0.07666709959229177
2016-07-01 21:45:00,-0.05820073078975869
2016-07-01 22:00:00,-0.05820073078975869
2016-07-01 22:15:00,-0.05820073078975869
2016-07-01 22:30:00,-0.05820073078975869
2016-07-01 22:45:00,-0.05820073078975869
2016-07-01 23:00:00,-0.05820073078975869
2016-07-01 23:15:00,-0.05820073078975869
2016-07-01 23:30:00,-0.05820073078975869
2016-07-01 23:45:00,-0.05820073078975869
2016-07-02 00:00:00,-0.05820073078975869
2016-07-02 00:15:00,-0.05820073078975869
2016-07-02 00:30:00,-0.05820073078975869
2016-07-02 00:45:00,-0.03969215992958736
2016-07-02 01:00:00,-0.02122579112705428
2016-07-02 01:15:00,-0.02122579112705428
2016-07-02 01:30:00,-0.02122579112705428
2016-07-02 01:45:00,-0.03973420152312842
2016-07-02 02:00:00,-0.03973420152312842
2016-07-02 02:15:00,-0.05820073078975869
2016-07-02 02:30:00,-0.07666709959229177
2016-07-02 02:45:00,-0.07666709959229177
2016-07-02 03:00:00,-0.07666709959229177
2016-07-02 03:15:00,-0.07666709959229177
2016-07-02 03:30:00,-0.07666709959229177
2016-07-02 03:45:00,-0.07666709959229177
2016-07-02 04:00:00,-0.07666709959229177
2016-07-02 04:15:00,-0.05820073078975869
2016-07-02 04:30:00,-0.05820073078975869
2016-07-02 04:45:00,-0.05820073078975869
2016-07-02 05:00:00,-0.05820073078975869
2016-07-02 05:15:00,-0.05820073078975869
2016-07-02 05:30:00,-0.05820073078975869
2016-07-02 05:45:00,-0.05820073078975869
2016-07-02 06:00:00,-0.05820073078975869
2016-07-02 06:15:00,-0.05820073078975869
2016-07-02 06:30:00,-0.05820073078975869
2016-07-02 06:45:00,-0.05820073078975869
2016-07-02 07:00:00,-0.05820073078975869
2016-07-02 07:15:00,-0.0951755099883665
2016-07-02 07:30:00,-0.0951755099883665
2016-07-02 07:45:00,-0.0951755099883665
2016-07-02 08:00:00,-0.0951755099883665
2016-07-02 08:15:00,-0.0951755099883665
2016-07-02 08:30:00,-0.0951755099883665
2016-07-02 08:45:00,-0.07670914118583162
2016-07-02 09:00:00,-0.07670914118583162
2016-07-02 09:15:00,-0.07670914118583162
2016-07-02 09:30:00,-0.07670914118583162
2016-07-02 09:45:00,-0.05820073078975869
2016-07-02 10:00:00,-0.05820073078975869
2016-07-02 10:15:00,-0.05820073078975869
2016-07-02 10:30:00,-0.05820073078975869
2016-07-02 10:45:00,-0.05820073078975869
2016-07-02 11:00:00,-0.05820073078975869
2016-07-02 11:15:00,-0.05820073078975869
2016-07-02 11:30:00,-0.03969215992958736
2016-07-02 11:45:00,-0.02122579112705428
2016-07-02 12:00:00,-0.03973420152312842
2016-07-02 12:15:00,-0.03973420152312842
2016-07-02 12:30:00,-0.02122579112705428
2016-07-02 12:45:00,-0.02122579112705428
2016-07-02 13:00:00,-0.02122579112705428
2016-07-02 13:15:00,-0.02122579112705428
2016-07-02 13:30:00,-0.02122579112705428
2016-07-02 13:45:00,-0.02122579112705428
2016-07-02 14:00:00,-0.0027173807309801416
2016-07-02 14:15:00,0.015749148535650424
2016-07-02 14:30:00,0.015749148535650424
2016-07-02 14:45:00,0.052723927734257346
2016-07-02 15:00:00,0.07119029653679013
2016-07-02 15:15:00,0.07119029653679013
2016-07-02 15:30:00,0.07119029653679013
2016-07-02 15:45:00,0.08969886739696116
2016-07-02 16:00:00,0.08969886739696116
2016-07-02 16:15:00,0.08969886739696116
2016-07-02 16:30:00,0.10816523619949454
2016-07-02 16:45:00,0.12667364659556837
2016-07-02 17:00:00,0.12667364659556837
2016-07-02 17:15:00,0.14514001539810145
2016-07-02 17:30:00,0.14514001539810145
2016-07-02 17:45:00,0.16360654466473204
2016-07-02 18:00:00,0.16360654466473204
2016-07-02 18:15:00,0.18211495506080616
2016-07-02 18:30:00,0.18211495506080616
2016-07-02 18:45:00,0.18211495506080616
2016-07-02 19:00:00,0.18211495506080616
2016-07-02 19:15:00,0.20058132386333866
2016-07-02 19:30:00,0.21904769266587235
2016-07-02 19:45:00,0.23755626352604306
2016-07-02 20:00:00,0.2560646739221172
2016-07-02 20:15:00,0.2560646739221172
2016-07-02 20:30:00,0.2560646739221172
2016-07-02 20:45:00,0.23755626352604306
2016-07-02 21:00:00,0.21904769266587235
2016-07-02 21:15:00,0.18211495506080616
2016-07-02 21:30:00,0.14514001539810145
2016-07-02 21:45:00,0.14514001539810145
2016-07-02 22:00:00,0.10816523619949454
2016-07-02 22:15:00,0.10816523619949454
2016-07-02 22:30:00,0.0896568258034207
2016-07-02 22:45:00,0.07119029653679013
2016-07-02 23:00:00,0.052723927734257346
2016-07-02 23:15:00,0.052723927734257346
2016-07-02 23:30:00,0.052723927734257346
2016-07-02 23:45:00,0.052723927734257346
2016-07-03 00:00:00,0.0896568258034207
2016-07-03 00:15:00,0.0896568258034207
2016-07-03 00:30:00,0.12667364659556837
2016-07-03 00:45:00,0.12667364659556837
2016-07-03 01:00:00,0.16360654466473204
2016-07-03 01:15:00,0.16360654466473204
2016-07-03 01:30:00,0.16360654466473204
2016-07-03 01:45:00,0.16360654466473204
2016-07-03 02:00:00,0.16360654466473204
2016-07-03 02:15:00,0.16360654466473204
2016-07-03 02:30:00,0.16360654466473204
2016-07-03 02:45:00,0.16360654466473204
2016-07-03 03:00:00,0.16360654466473204
2016-07-03 03:15:00,0.12667364659556837
2016-07-03 03:30:00,0.12667364659556837
2016-07-03 03:45:00,0.12667364659556837
2016-07-03 04:00:00,0.12667364659556837
2016-07-03 04:15:00,0.12667364659556837
2016-07-03 04:30:00,0.12667364659556837
2016-07-03 04:45:00,0.12667364659556837
2016-07-03 05:00:00,0.12667364659556837
2016-07-03 05:15:00,0.12667364659556837
2016-07-03 05:30:00,0.12667364659556837
2016-07-03 05:45:00,0.12667364659556837
2016-07-03 06:00:00,0.10816523619949454
2016-07-03 06:15:00,0.10816523619949454
2016-07-03 06:30:00,0.0896568258034207
2016-07-03 06:45:00,0.0896568258034207
2016-07-03 07:00:00,0.0896568258034207
2016-07-03 07:15:00,0.07119029653679013
2016-07-03 07:30:00,0.07119029653679013
2016-07-03 07:45:00,0.052723927734257346
2016-07-03 08:00:00,0.052723927734257346
2016-07-03 08:15:00,0.07119029653679013
2016-07-03 08:30:00,0.0896568258034207
2016-07-03 08:45:00,0.10816523619949454
2016-07-03 09:00:00,0.12667364659556837
2016-07-03 09:15:00,0.12667364659556837
2016-07-03 09:30:00,0.16360654466473204
2016-07-03 09:45:00,0.16360654466473204
2016-07-03 10:00:00,0.18207291346726512
2016-07-03 10:15:00,0.2190898947235103
2016-07-03 10:30:00,0.23755626352604306
2016-07-03 10:45:00,0.2560646739221172
2016-07-03 11:00:00,0.2560646739221172
2016-07-03 11:15:00,0.2929975719912811
2016-07-03 11:30:00,0.3300143927834282
2016-07-03 11:45:00,0.3669472908525925
2016-07-03 12:00:00,0.40396427210883706
