date,OT
2016-07-01 00:00:00,
2016-07-01 00:15:00,37.92600197933197
2016-07-01 00:30:00,37.61757985611725
2016-07-01 00:45:00,37.383163995805745
2016-07-01 01:00:00,37.146912299449106
2016-07-01 01:15:00,36.96166000032202
2016-07-01 01:30:00,36.84813694625495
2016-07-01 01:45:00,36.56403503694044
2016-07-01 02:00:00,36.210821617037695
2016-07-01 02:15:00,35.731008699084484
2016-07-01 02:30:00,35.19058788582863
2016-07-01 02:45:00,34.61354457452437
2016-07-01 03:00:00,33.97147198940732
2016-07-01 03:15:00,33.35897719809871
2016-07-01 03:30:00,32.85143806458304
2016-07-01 03:45:00,32.451054636179116
2016-07-01 04:00:00,32.03390853995314
2016-07-01 04:15:00,31.647420162742613
2016-07-01 04:30:00,31.371536158191805
2016-07-01 04:45:00,31.167531758834837
2016-07-01 05:00:00,30.86967318584397
2016-07-01 05:15:00,30.639920294857202
2016-07-01 05:30:00,30.496401860604948
2016-07-01 05:45:00,30.33188151749377
2016-07-01 06:00:00,30.19096892401718
2016-07-01 06:15:00,30.063237643771593
2016-07-01 06:30:00,29.98352785572738
2016-07-01 06:45:00,29.934522479785834
2016-07-01 07:00:00,29.904972749609325
2016-07-01 07:15:00,29.84288256785817
2016-07-01 07:30:00,29.761737319478343
2016-07-01 07:45:00,29.714409760180065
2016-07-01 08:00:00,29.646845810375748
2016-07-01 08:15:00,29.519806519558976
2016-07-01 08:30:00,29.217729744436227
2016-07-01 08:45:00,28.94694505455024
2016-07-01 09:00:00,28.74666365635123
2016-07-01 09:15:00,28.37942913944197
2016-07-01 09:30:00,28.067217476419557
2016-07-01 09:45:00,27.870199207123946
2016-07-01 10:00:00,27.706383732523637
2016-07-01 10:15:00,27.603579557737426
2016-07-01 10:30:00,27.53992329559088
2016-07-01 10:45:00,27.45654699133505
2016-07-01 11:00:00,27.406863333204093
2016-07-01 11:15:00,27.378160600906124
2016-07-01 11:30:00,27.321348511744095
2016-07-01 11:45:00,27.196509426160322
2016-07-01 12:00:00,27.076623869046117
2016-07-01 12:15:00,27.005888773737116
2016-07-01 12:30:00,26.928297349911578
2016-07-01 12:45:00,26.837393975864646
2016-07-01 13:00:00,26.77821588336956
2016-07-01 13:15:00,26.780976101690673
2016-07-01 13:30:00,26.783770839166746
2016-07-01 13:45:00,26.78633096465589
2016-07-01 14:00:00,26.788545718977424
2016-07-01 14:15:00,26.79039191353788
2016-07-01 14:30:00,26.791891356304973
2016-07-01 14:45:00,26.793085940844282
2016-07-01 15:00:00,26.794023632243434
2016-07-01 15:15:00,26.794751053777993
2016-07-01 15:30:00,26.750678004417317
2016-07-01 15:45:00,26.72447120966945
2016-07-01 16:00:00,26.709377491209178
2016-07-01 16:15:00,26.66011400232379
2016-07-01 16:30:00,26.628539577629176
2016-07-01 16:45:00,26.60847449261054
2016-07-01 17:00:00,26.59585484168482
2016-07-01 17:15:00,26.588019222047944
2016-07-01 17:30:00,26.58323298350992
2016-07-01 17:45:00,26.535638509463343
2016-07-01 18:00:00,26.462551530147582
2016-07-01 18:15:00,26.41948427256958
2016-07-01 18:30:00,26.353936193332256
2016-07-01 18:45:00,26.272271872945506
2016-07-01 19:00:00,26.220126956055452
2016-07-01 19:15:00,26.18713958939888
2016-07-01 19:30:00,26.166508285355807
2016-07-01 19:45:00,26.15378826935724
2016-07-01 20:00:00,26.14608958594034
2016-07-01 20:15:00,26.05228068337659
2016-07-01 20:30:00,25.996424084946046
2016-07-01 20:45:00,25.96419120939953
2016-07-01 21:00:00,25.9091196308648
2016-07-01 21:15:00,25.871958745286346
2016-07-01 21:30:00,25.846918578958533
2016-07-01 21:45:00,25.871044436462064
2016-07-01 22:00:00,25.887092041439242
2016-07-01 22:15:00,25.897737018230558
2016-07-01 22:30:00,25.90477665929958
2016-07-01 22:45:00,25.909416118168473
2016-07-01 23:00:00,25.9124619364611
2016-07-01 23:15:00,25.914452747225024
2016-07-01 23:30:00,25.91574743133112
2016-07-01 23:45:00,25.916584491805335
2016-07-02 00:00:00,25.961855562800217
2016-07-02 00:15:00,26.033522952741766
2016-07-02 00:30:00,26.07582287449703
2016-07-02 00:45:00,26.140992638414293
2016-07-02 01:00:00,26.177676575455912
2016-07-02 01:15:00,26.203035847147543
2016-07-02 01:30:00,26.175931727641967
2016-07-02 01:45:00,26.075713706725526
2016-07-02 02:00:00,26.01460766820076
2016-07-02 02:15:00,25.937192432047702
2016-07-02 02:30:00,25.847778341580902
2016-07-02 02:45:00,25.790530357670775
2016-07-02 03:00:00,25.75419608452533
2016-07-02 03:15:00,25.73137961423767
2016-07-02 03:30:00,25.761871932572134
2016-07-02 03:45:00,25.779889649305925
2016-07-02 04:00:00,25.790173216749338
2016-07-02 04:15:00,25.83671478639961
2016-07-02 04:30:00,25.86683575883431
2016-07-02 04:45:00,25.886199751114262
2016-07-02 05:00:00,25.898550063813175
2016-07-02 05:15:00,25.906352145374488
2016-07-02 05:30:00,25.91122340633786
2016-07-02 05:45:00,25.91422015172154
2016-07-02 06:00:00,25.916028677386635
2016-07-02 06:15:00,25.917092208079758
2016-07-02 06:30:00,25.828330196862918
2016-07-02 06:45:00,25.775327071676347
2016-07-02 07:00:00,25.744616081911403
2016-07-02 07:15:00,25.64555243266002
2016-07-02 07:30:00,25.581976558546422
2016-07-02 07:45:00,25.541511522920562
2016-07-02 08:00:00,25.560644234255943
2016-07-02 08:15:00,25.571406298206735
2016-07-02 08:30:00,25.57709815918351
2016-07-02 08:45:00,25.620766609644146
2016-07-02 09:00:00,25.69384834509743
2016-07-02 09:15:00,25.738832012825075
2016-07-02 09:30:00,25.76599909727167
2016-07-02 09:45:00,25.823057556803192
2016-07-02 10:00:00,25.859560955943387
2016-07-02 10:15:00,25.8827070695692
2016-07-02 10:30:00,25.89722496306666
2016-07-02 10:45:00,25.950941999829418
2016-07-02 11:00:00,26.027730133664587
2016-07-02 11:15:00,26.028327379929255
2016-07-02 11:30:00,26.068537454833045
2016-07-02 11:45:00,26.18017852567702
2016-07-02 12:00:00,26.209775051453263
2016-07-02 12:15:00,26.22657263565155
2016-07-02 12:30:00,26.27665349439164
2016-07-02 12:45:00,26.30846930754549
2016-07-02 13:00:00,26.32847182517824
2016-07-02 13:15:00,26.385618795134118
2016-07-02 13:30:00,26.46452206897453
2016-07-02 13:45:00,26.511132726163712
2016-07-02 14:00:00,26.668156357150927
2016-07-02 14:15:00,26.848904020491943
2016-07-02 14:30:00,26.959159032910843
2016-07-02 14:45:00,27.106989490182073
2016-07-02 15:00:00,27.285569162395028
2016-07-02 15:15:00,27.39721196968702
2016-07-02 15:30:00,27.466007860511464
2016-07-02 15:45:00,27.593315609519756
2016-07-02 16:00:00,27.716651232471317
2016-07-02 16:15:00,27.7910070864082
2016-07-02 16:30:00,27.92027566599852
2016-07-02 16:45:00,28.04003397108493
2016-07-02 17:00:00,28.158919392105002
2016-07-02 17:15:00,28.27179875756078
2016-07-02 17:30:00,28.38631092958605
2016-07-02 17:45:00,28.49635747263431
2016-07-02 18:00:00,28.564313130910104
2016-07-02 18:15:00,28.646594784895413
2016-07-02 18:30:00,28.7430558379905
2016-07-02 18:45:00,28.846563285391333
2016-07-02 19:00:00,28.953089777903468
2016-07-02 19:15:00,29.10128113562366
2016-07-02 19:30:00,29.23159281332038
2016-07-02 19:45:00,29.35248401431574
2016-07-02 20:00:00,29.424145484919187
2016-07-02 20:15:00,29.426367922089426
2016-07-02 20:30:00,29.341035580455102
2016-07-02 20:45:00,29.16175280377271
2016-07-02 21:00:00,29.013354574202303
2016-07-02 21:15:00,28.752201157404787
2016-07-02 21:30:00,28.509042730030938
2016-07-02 21:45:00,28.311918022747406
2016-07-02 22:00:00,28.06435251749954
2016-07-02 22:15:00,27.865637094588063
2016-07-02 22:30:00,27.70352766096603
2016-07-02 22:45:00,27.563037971479467
2016-07-02 23:00:00,27.434811309943427
2016-07-02 23:15:00,27.44339576228917
2016-07-02 23:30:00,27.44654154944144
2016-07-02 23:45:00,27.53620565723604
2016-07-03 00:00:00,27.670274398977877
2016-07-03 00:15:00,27.843301963488706
2016-07-03 00:30:00,28.030276437051608
2016-07-03 00:45:00,28.14712404777915
2016-07-03 01:00:00,28.301040079648356
2016-07-03 01:15:00,28.399270380280974
2016-07-03 01:30:00,28.461373945550733
2016-07-03 01:45:00,28.500186089618406
2016-07-03 02:00:00,28.52409234433097
2016-07-03 02:15:00,28.53854315033539
2016-07-03 02:30:00,28.45779666031305
