date,OT
2016-07-01 00:00:00,38.6619987487793
2016-07-01 00:15:00,38.53029899597168
2016-07-01 00:30:00,38.17440982818603
2016-07-01 00:45:00,37.85928704452514
2016-07-01 01:00:00,37.63870109596252
2016-07-01 01:15:00,37.418290565757744
2016-07-01 01:30:00,37.2640031946144
2016-07-01 01:45:00,37.024302282006445
2016-07-01 02:00:00,36.85651164318088
2016-07-01 02:15:00,36.739058196002986
2016-07-01 02:30:00,36.4591406639599
2016-07-01 02:45:00,35.99949790630025
2016-07-01 03:00:00,35.28219896470802
2016-07-01 03:15:00,34.58223966897237
2016-07-01 03:30:00,33.96056726474062
2016-07-01 03:45:00,33.459397359976634
2016-07-01 04:00:00,32.976728184027095
2016-07-01 04:15:00,32.573009884458614
2016-07-01 04:30:00,32.224406708549736
2016-07-01 04:45:00,31.848684732605903
2016-07-01 05:00:00,31.453679189227937
2016-07-01 05:15:00,31.17717530886336
2016-07-01 05:30:00,31.049622958819096
2016-07-01 05:45:00,30.828486071173366
2016-07-01 06:00:00,30.607840373417545
2016-07-01 06:15:00,30.387388018777536
2016-07-01 06:30:00,30.233071370529526
2016-07-01 06:45:00,30.12504971675592
2016-07-01 07:00:00,30.0494345591144
2016-07-01 07:15:00,29.996503948765334
2016-07-01 07:30:00,29.959452521520987
2016-07-01 07:45:00,29.933516522449942
2016-07-01 08:00:00,29.849361529093862
2016-07-01 08:15:00,29.7246031573408
2016-07-01 08:30:00,29.637272297113654
2016-07-01 08:45:00,29.576140694954653
2016-07-01 09:00:00,29.46734820723242
2016-07-01 09:15:00,29.061793594000683
2016-07-01 09:30:00,28.64590577672577
2016-07-01 09:45:00,28.354784304633327
2016-07-01 10:00:00,28.085148825560225
2016-07-01 10:15:00,27.896403990209052
2016-07-01 10:30:00,27.76428260546323
2016-07-01 10:45:00,27.67179763614115
2016-07-01 11:00:00,27.607058157615697
2016-07-01 11:15:00,27.56174052264788
2016-07-01 11:30:00,27.464168301766602
2016-07-01 11:45:00,27.395867747149705
2016-07-01 12:00:00,27.348057358917877
2016-07-01 12:15:00,27.314590087155597
2016-07-01 12:30:00,27.15931332651185
2016-07-01 12:45:00,26.984619227850285
2016-07-01 13:00:00,26.86233335878719
2016-07-01 13:15:00,26.842733616653963
2016-07-01 13:30:00,26.829013797160705
2016-07-01 13:45:00,26.819409923515423
2016-07-01 14:00:00,26.812687211963727
2016-07-01 14:15:00,26.807981313877537
2016-07-01 14:30:00,26.804687185217205
2016-07-01 14:45:00,26.802381295154973
2016-07-01 15:00:00,26.80076717211141
2016-07-01 15:15:00,26.799637285980918
2016-07-01 15:30:00,26.798846365689574
2016-07-01 15:45:00,26.79829272148563
2016-07-01 16:00:00,26.797905170542872
2016-07-01 16:15:00,26.73178343627454
2016-07-01 16:30:00,26.68549822228671
2016-07-01 16:45:00,26.653098572495225
2016-07-01 17:00:00,26.630418817641186
2016-07-01 17:15:00,26.61454298924336
2016-07-01 17:30:00,26.603429909364884
2016-07-01 17:45:00,26.595650753449952
2016-07-01 18:00:00,26.590205344309496
2016-07-01 18:15:00,26.58639355791118
2016-07-01 18:30:00,26.517725513426008
2016-07-01 18:45:00,26.40365808828004
2016-07-01 19:00:00,26.323810890677862
2016-07-01 19:15:00,26.267917852356334
2016-07-01 19:30:00,26.228792725531264
